pos	3pG>A
1	0.0124162660220674
2	0.0165029892222506
3	0.0144609642311146
4	0.0147330188578143
5	0.0150111136926475
6	0.0201903921179094
7	0.0211072076724673
8	0.0202723200883229
9	0.0206954328273018
10	0.0211984563156063
11	0.0207414343813867
12	0.0206505249759251
13	0.0209045216992596
14	0.0211053299131463
15	0.0211005161448768
16	0.0214933385862345
17	0.0214709771834879
18	0.0213785301431297
19	0.0212127845053806
20	0.0218437805440223
21	0.0220828160707355
22	0.0222136672253118
23	0.0222261962044061
24	0.0222398174577175
25	0.0222161347868968
