pos	5pC>T
1	0.00858957028624962
2	0.0171024981826965
3	0.0133761780993894
4	0.0140898581941965
5	0.0144568287250134
6	0.0195702287514747
7	0.0217047999395708
8	0.0199720439421979
9	0.0210676833629737
10	0.0217533625350599
11	0.0195332816019078
12	0.0196357727458652
13	0.0202848184847034
14	0.0207301926925223
15	0.0206375582379018
16	0.0209342425645273
17	0.0208285474804305
18	0.0207764830359839
19	0.0206561925777103
20	0.021268027807996
21	0.0215748184587558
22	0.0217526528984915
23	0.0216703997568352
24	0.0218055561206991
25	0.0218342259522029
