pos	5pC>T
1	0.0149280664052888
2	0.0305341589890752
3	0.0164892759232382
4	0.0165841743266697
5	0.0161473782813302
6	0.0260815317801185
7	0.0257960040142323
8	0.0231675781084404
9	0.0250122192234949
10	0.0247823017180513
11	0.0228415185613629
12	0.0230622823357901
13	0.0239792194409858
14	0.0230013542853458
15	0.0252609648646889
16	0.0238297501579211
17	0.0248928165193805
18	0.0260210946655671
19	0.0220454495650078
20	0.0252757146072474
21	0.0278754570224261
22	0.0283575746127692
23	0.0283858380127534
24	0.0274491244675816
25	0.0263057019645424
