pos	5pC>T
1	0.0146093706235448
2	0.0269310868702043
3	0.0166635620369568
4	0.016892691921649
5	0.0163848783696317
6	0.0234251093139466
7	0.0248614832282256
8	0.0228771152525191
9	0.0235788097943499
10	0.0237865078885581
11	0.0221921554516013
12	0.0221974602999842
13	0.0227961786243635
14	0.0229436818204521
15	0.0227318989007229
16	0.0232925381005533
17	0.0229153777241028
18	0.0231531501280909
19	0.022329924058654
20	0.0243159184129467
21	0.0252506300333503
22	0.0242197621545642
23	0.0250824411733322
24	0.0245605358440337
25	0.0250359440491276
