pos	5pC>T
1	0.00899541267469627
2	0.0171744681944118
3	0.0132252314763048
4	0.0134961215125409
5	0.013733244026838
6	0.0212728285576719
7	0.0232939262895035
8	0.0213697818450912
9	0.0223878454681104
10	0.0228132660704752
11	0.0214045220142688
12	0.0219405374059527
13	0.0223596541219016
14	0.0222923149603065
15	0.0225491125048338
16	0.023042802116847
17	0.0229642215035243
18	0.023118715199867
19	0.0227975338336866
20	0.0232993605324376
21	0.0241904395385774
22	0.0243435281205978
23	0.023929565806306
24	0.0246377578001058
25	0.0245208462421321
